"10022","CRUSTACEANS","LOBSTERS","Crustacés"
"5607","CATTLE","","Bétails"
"5607","SHEEP","LAMB","Mouton"
"5607","SWINE (PIGS)","","Porcs"
"562","DOGS","","Chiens"
"5622","CATTLE","","Bétails"
"5632","CATTLE","","Bétails"
"5632","GOATS","","Chèvres"
"5632","HORSES","","Cheveaux"
"5632","POULTRY","","Volaille"
"5632","SHEEP","","Mouton"
"5632","SWINE (PIGS)","","Porcs"
"5632","WILD/MISCELLANEOUS","","Sauvage/Divers"
"5648","BIRDS","COMPANION BIRDS","Oiseaux"
"5648","CATTLE","","Bétails"
"5648","GOATS","","Chèvres"
"5648","HORSES","","Cheveaux"
"5648","SHEEP","","Mouton"
"5648","SWINE (PIGS)","","Porcs"
"5649","CATTLE","COWS-NON LACTATING","Bétails"
"5649","SHEEP","","Mouton"
"5649","SWINE (PIGS)","","Porcs"
"5653","CATTLE","COWS-LACTATING","Bétails"
"5654","HORSES","","Cheveaux"
"5655","HORSES","","Cheveaux"
"5657","CATTLE","CALVES","Bétails"
"5657","POULTRY","CHICKENS","Volaille"
"5657","POULTRY","TURKEYS","Volaille"
"5657","SHEEP","","Mouton"
"5657","SWINE (PIGS)","","Porcs"
"5658","CATS","","Chats"
"5658","DOGS","","Chiens"
"5658","HORSES","","Cheveaux"
"5658","SWINE (PIGS)","","Porcs"
"5662","BEES","","Abeilles"
"5665","CATTLE","CALVES","Bétails"
"5675","CATTLE","","Bétails"
"5675","HORSES","","Cheveaux"
"5675","SWINE (PIGS)","","Porcs"
"5680","CATTLE","","Bétails"
"5680","HORSES","","Cheveaux"
"5680","SWINE (PIGS)","","Porcs"
"5697","POULTRY","BROILER CHICKENS","Volaille"
"5697","POULTRY","TURKEYS","Volaille"
"5711","CATTLE","","Bétails"
"5711","POULTRY","","Volaille"
"5711","SWINE (PIGS)","","Porcs"
"5712","BEES","","Abeilles"
"5712","BIRDS","COMPANION BIRDS","Oiseaux"
"5712","CATTLE","","Bétails"
"5712","GOATS","","Chèvres"
"5712","HORSES","","Cheveaux"
"5712","POULTRY","","Volaille"
"5712","SHEEP","","Mouton"
"5712","SWINE (PIGS)","","Porcs"
"5712","WILD/MISCELLANEOUS","","Sauvage/Divers"
"5748","POULTRY","CHICKENS","Volaille"
"5748","POULTRY","TURKEYS","Volaille"
"5748","SWINE (PIGS)","","Porcs"
"5749","CATTLE","BEEF CATTLE","Bétails"
"5749","CRUSTACEANS","LOBSTERS","Crustacés"
"5749","POULTRY","CHICKENS","Volaille"
"5749","POULTRY","TURKEYS","Volaille"
"5749","SHEEP","LAMB","Mouton"
"5749","SWINE (PIGS)","","Porcs"
"5753","CATTLE","","Bétails"
"5753","HORSES","","Cheveaux"
"5753","SHEEP","","Mouton"
"5753","SWINE (PIGS)","","Porcs"
"5755","GENERAL - MISC.","","Général-Misc"
"5763","CATTLE","","Bétails"
"5763","SHEEP","","Mouton"
"5763","SWINE (PIGS)","","Porcs"
"5774","DOG OR CAT","","Chien Ou Chat"
"5775","CATTLE","","Bétails"
"5775","HORSES","","Cheveaux"
"5775","SHEEP","LAMB","Mouton"
"5775","SWINE (PIGS)","","Porcs"
"5784","CATTLE","BEEF CATTLE","Bétails"
"5784","CATTLE","BULLS","Bétails"
"5784","CATTLE","CALVES","Bétails"
"5784","CATTLE","COWS-DRY","Bétails"
"5784","CATTLE","REPLACEMENT HEIFERS","Bétails"
"5784","SHEEP","LAMB","Mouton"
"5784","SWINE (PIGS)","","Porcs"
"5795","CATTLE","","Bétails"
"5805","CATTLE","","Bétails"
"5805","HORSES","","Cheveaux"
"5805","SHEEP","","Mouton"
"5805","SWINE (PIGS)","","Porcs"
"5806","HORSES","","Cheveaux"
"5882","CATTLE","","Bétails"
"5882","SHEEP","","Mouton"
"5882","SWINE (PIGS)","","Porcs"
"5883","CATS","","Chats"
"5883","CATTLE","","Bétails"
"5883","DOGS","","Chiens"
"5883","HORSES","","Cheveaux"
"5883","SHEEP","","Mouton"
"5883","SWINE (PIGS)","","Porcs"
"5895","CATTLE","","Bétails"
"5895","HORSES","","Cheveaux"
"5905","GENERAL - MISC.","","Général-Misc"
"5908","CATTLE","","Bétails"
"5908","GOATS","","Chèvres"
"5908","HORSES","","Cheveaux"
"5908","SHEEP","","Mouton"
"5908","SWINE (PIGS)","","Porcs"
"5908","WILD/MISCELLANEOUS","","Sauvage/Divers"
"5909","CATS","","Chats"
"5909","CATTLE","","Bétails"
"5909","DOGS","","Chiens"
"5909","GOATS","","Chèvres"
"5909","HORSES","","Cheveaux"
"5909","SHEEP","","Mouton"
"5909","SWINE (PIGS)","","Porcs"
"5909","WILD/MISCELLANEOUS","","Sauvage/Divers"
"5916","CATTLE","","Bétails"
"5916","POULTRY","","Volaille"
"5916","SWINE (PIGS)","","Porcs"
"5921","HORSES","","Cheveaux"
"5956","CATS","","Chats"
"5956","CATTLE","COWS-LACTATING","Bétails"
"5956","DOGS","","Chiens"
"5956","HORSES","","Cheveaux"
"5956","SHEEP","LAMB","Mouton"
"5956","SWINE (PIGS)","","Porcs"
"5957","DOGS","","Chiens"
"5957","HORSES","","Cheveaux"
"5958","CATS","","Chats"
"5958","CATTLE","","Bétails"
"5958","DOGS","","Chiens"
"5958","HORSES","","Cheveaux"
"5958","SHEEP","","Mouton"
"5958","SWINE (PIGS)","","Porcs"
"5960","BEES","","Abeilles"
"5960","CATS","","Chats"
"5960","CATTLE","","Bétails"
"5960","DOGS","","Chiens"
"5960","GOATS","","Chèvres"
"5960","HORSES","","Cheveaux"
"5960","POULTRY","","Volaille"
"5960","SHEEP","","Mouton"
"5960","SWINE (PIGS)","","Porcs"
"5960","WILD/MISCELLANEOUS","","Sauvage/Divers"
"5964","BIRDS","COMPANION BIRDS","Oiseaux"
"5964","CATTLE","","Bétails"
"5964","GOATS","","Chèvres"
"5964","HORSES","","Cheveaux"
"5964","POULTRY","","Volaille"
"5964","SHEEP","","Mouton"
"5964","SWINE (PIGS)","","Porcs"
"5964","WILD/MISCELLANEOUS","","Sauvage/Divers"
"5965","CATTLE","","Bétails"
"5966","DOGS","","Chiens"
"5966","HORSES","","Cheveaux"
"5967","CATTLE","CALVES","Bétails"
"5967","POULTRY","CHICKENS","Volaille"
"5967","POULTRY","TURKEYS","Volaille"
"5967","SWINE (PIGS)","","Porcs"
"5973","BEES","","Abeilles"
"5976","CATTLE","","Bétails"
"5976","HORSES","","Cheveaux"
"5976","POULTRY","","Volaille"
"5976","SHEEP","","Mouton"
"5976","SWINE (PIGS)","","Porcs"
"5977","CATTLE","","Bétails"
"5977","POULTRY","","Volaille"
"5977","SHEEP","","Mouton"
"5977","SWINE (PIGS)","","Porcs"
"5978","CATTLE","","Bétails"
"5978","HORSES","","Cheveaux"
"5978","SHEEP","","Mouton"
"5978","SWINE (PIGS)","","Porcs"
"5979","CATTLE","","Bétails"
"5979","HORSES","","Cheveaux"
"5979","SHEEP","LAMB","Mouton"
"5979","SWINE (PIGS)","","Porcs"
"59934","CATTLE","","Bétails"
"6000","CATTLE","","Bétails"
"6000","DOGS","","Chiens"
"6000","HORSES","","Cheveaux"
"6000","SHEEP","LAMB","Mouton"
"6000","SWINE (PIGS)","","Porcs"
"6009","SWINE (PIGS)","PIGLETS","Porcs"
"6016","CATTLE","","Bétails"
"6016","POULTRY","","Volaille"
"6016","SWINE (PIGS)","","Porcs"
"60186","CATTLE","COWS-LACTATING","Bétails"
"6034","HORSES","","Cheveaux"
"6036","HORSES","","Cheveaux"
"6036","POULTRY","","Volaille"
"6036","SWINE (PIGS)","","Porcs"
"6058","SWINE (PIGS)","","Porcs"
"60664","DOGS","","Chiens"
"6069","DOG OR CAT","","Chien Ou Chat"
"6069","HORSES","","Cheveaux"
"607","FISH","","Poissons"
"6074","CATTLE","","Bétails"
"608","FISH","","Poissons"
"60865","HORSES","","Cheveaux"
"6093","HORSES","","Cheveaux"
"6101","HORSES","","Cheveaux"
"61018","CATTLE","","Bétails"
"61018","SWINE (PIGS)","","Porcs"
"61059","CATTLE","DAIRY CATTLE","Bétails"
"61060","CATS","","Chats"
"61060","DOGS","","Chiens"
"61226","HORSES","","Cheveaux"
"61360","CATS","","Chats"
"61361","DOGS","","Chiens"
"61362","DOGS","","Chiens"
"61368","DOGS","","Chiens"
"6143","SWINE (PIGS)","","Porcs"
"61461","CATS","","Chats"
"61461","DOGS","","Chiens"
"6162","CATTLE","","Bétails"
"6164","SWINE (PIGS)","PIGLETS","Porcs"
"61655","CATTLE","CALVES","Bétails"
"61655","POULTRY","CHICKENS","Volaille"
"61655","POULTRY","TURKEYS","Volaille"
"61655","SHEEP","","Mouton"
"61655","SWINE (PIGS)","","Porcs"
"6178","SWINE (PIGS)","","Porcs"
"6179","CATS","","Chats"
"6179","DOGS","","Chiens"
"6179","HORSES","","Cheveaux"
"61848","DOGS","","Chiens"
"61849","DOGS","","Chiens"
"61850","DOGS","","Chiens"
"61851","DOGS","","Chiens"
"61852","DOGS","","Chiens"
"61853","DOGS","","Chiens"
"61854","DOGS","","Chiens"
"61855","DOGS","","Chiens"
"6186","CATTLE","DAIRY CATTLE","Bétails"
"61875","HORSES","","Cheveaux"
"6188","HORSES","","Cheveaux"
"6189","HORSES","","Cheveaux"
"6199","CATTLE","","Bétails"
"620","DOG OR CAT","","Chien Ou Chat"
"620","HORSES","","Cheveaux"
"6201","CATTLE","","Bétails"
"6201","HORSES","","Cheveaux"
"6201","SHEEP","","Mouton"
"6201","SWINE (PIGS)","","Porcs"
"621","HORSES","","Cheveaux"
"6213","POULTRY","CHICKENS","Volaille"
"62132","CATTLE","DAIRY CATTLE","Bétails"
"62133","CATTLE","DAIRY CATTLE","Bétails"
"62134","CATTLE","DAIRY CATTLE","Bétails"
"6214","CATTLE","","Bétails"
"6215","CATTLE","","Bétails"
"6215","POULTRY","","Volaille"
"6215","SHEEP","","Mouton"
"6215","SWINE (PIGS)","","Porcs"
"6216","CATTLE","BEEF CATTLE","Bétails"
"6217","CATTLE","BEEF CATTLE","Bétails"
"6217","CATTLE","CALVES","Bétails"
"6217","SHEEP","LAMB","Mouton"
"6217","SWINE (PIGS)","","Porcs"
"6218","CATTLE","","Bétails"
"6219","CATTLE","","Bétails"
"6219","SWINE (PIGS)","","Porcs"
"6224","CATTLE","","Bétails"
"623","HORSES","","Cheveaux"
"623","WILD/MISCELLANEOUS","","Sauvage/Divers"
"62366","DOGS","","Chiens"
"62369","DOGS","","Chiens"
"6239","CATTLE","","Bétails"
"624","CATTLE","DAIRY CATTLE","Bétails"
"624","WILD/MISCELLANEOUS","","Sauvage/Divers"
"625","CATTLE","BEEF CATTLE","Bétails"
"625","SWINE (PIGS)","","Porcs"
"62549","DOGS","","Chiens"
"62550","HORSES","","Cheveaux"
"62605","HORSES","","Cheveaux"
"62606","CATTLE","","Bétails"
"62606","SWINE (PIGS)","","Porcs"
"62607","CATTLE","","Bétails"
"62607","SWINE (PIGS)","","Porcs"
"62662","HORSES","","Cheveaux"
"6267","CATTLE","","Bétails"
"6267","POULTRY","","Volaille"
"6267","SWINE (PIGS)","","Porcs"
"6273","CATTLE","","Bétails"
"6289","CATTLE","","Bétails"
"6289","POULTRY","","Volaille"
"6289","SWINE (PIGS)","","Porcs"
"62996","CATS","","Chats"
"62996","DOGS","","Chiens"
"62998","CATS","KITTENS","Chats"
"62998","DOGS","PUPPIES","Chiens"
"62999","CATS","KITTENS","Chats"
"63009","CATS","","Chats"
"63009","CATTLE","","Bétails"
"63009","DOGS","","Chiens"
"63009","HORSES","","Cheveaux"
"63009","SHEEP","","Mouton"
"63009","SWINE (PIGS)","","Porcs"
"63053","CATS","","Chats"
"63053","CATTLE","","Bétails"
"63053","DOGS","","Chiens"
"63053","HORSES","","Cheveaux"
"63053","SHEEP","","Mouton"
"63053","SWINE (PIGS)","","Porcs"
"63054","CATS","","Chats"
"63054","CATTLE","","Bétails"
"63054","DOGS","","Chiens"
"63054","HORSES","","Cheveaux"
"63054","SHEEP","","Mouton"
"63054","SWINE (PIGS)","","Porcs"
"6307","CATTLE","DAIRY CATTLE","Bétails"
"6308","DOG OR CAT","","Chien Ou Chat"
"6309","CATS","","Chats"
"6309","DOGS","","Chiens"
"6310","SWINE (PIGS)","","Porcs"
"6319","SWINE (PIGS)","","Porcs"
"6326","CATTLE","BEEF CATTLE","Bétails"
"6326","CATTLE","CALVES","Bétails"
"6326","POULTRY","CHICKENS","Volaille"
"6326","POULTRY","TURKEYS","Volaille"
"6326","SHEEP","LAMB","Mouton"
"6326","SWINE (PIGS)","","Porcs"
"63414","DOGS","","Chiens"
"63415","DOGS","","Chiens"
"63416","DOGS","","Chiens"
"63531","HORSES","","Cheveaux"
"63532","CATTLE","DAIRY CATTLE","Bétails"
"63587","CATTLE","DAIRY CATTLE","Bétails"
"63637","CATTLE","","Bétails"
"6369","CATTLE","","Bétails"
"6369","SHEEP","LAMB","Mouton"
"63690","CATTLE","DAIRY CATTLE","Bétails"
"63691","CATTLE","DAIRY CATTLE","Bétails"
"63692","CATTLE","DAIRY CATTLE","Bétails"
"63693","CATTLE","DAIRY CATTLE","Bétails"
"63694","CATTLE","DAIRY CATTLE","Bétails"
"6374","CATS","","Chats"
"6374","CATTLE","","Bétails"
"6374","DOGS","","Chiens"
"6374","GOATS","","Chèvres"
"6374","HORSES","","Cheveaux"
"6374","SHEEP","","Mouton"
"6374","SWINE (PIGS)","","Porcs"
"6375","SWINE (PIGS)","PIGLETS","Porcs"
"6376","CATTLE","","Bétails"
"6376","HORSES","","Cheveaux"
"6376","SHEEP","","Mouton"
"6376","SWINE (PIGS)","","Porcs"
"63766","DOGS","","Chiens"
"6377","CATS","","Chats"
"6377","DOGS","","Chiens"
"6378","DOGS","","Chiens"
"63799","CATTLE","COWS","Bétails"
"63799","SHEEP","EWES","Mouton"
"63799","SWINE (PIGS)","SOWS","Porcs"
"63800","CATTLE","COWS","Bétails"
"63800","SHEEP","EWES","Mouton"
"63800","SWINE (PIGS)","SOWS","Porcs"
"63808","GENERAL - MISC.","","Général-Misc"
"63927","DOGS","","Chiens"
"63933","CATTLE","","Bétails"
"63933","HORSES","","Cheveaux"
"63933","SHEEP","","Mouton"
"63933","SWINE (PIGS)","","Porcs"
"63934","CATTLE","","Bétails"
"63934","SHEEP","","Mouton"
"63934","SWINE (PIGS)","","Porcs"
"6397","DOG OR CAT","","Chien Ou Chat"
"6398","DOGS","","Chiens"
"64037","CATTLE","BEEF CATTLE","Bétails"
"64037","CATTLE","DAIRY CATTLE","Bétails"
"64039","CATTLE","BEEF CATTLE","Bétails"
"64039","CATTLE","DAIRY CATTLE","Bétails"
"64118","POULTRY","CHICKENS","Volaille"
"64118","POULTRY","TURKEYS","Volaille"
"64118","SWINE (PIGS)","","Porcs"
"64176","CATTLE","BEEF CATTLE","Bétails"
"64187","DOGS","","Chiens"
"64187","HORSES","","Cheveaux"
"6438","DOGS","","Chiens"
"6443","CATTLE","","Bétails"
"6443","DOGS","","Chiens"
"6443","HORSES","","Cheveaux"
"6443","SHEEP","","Mouton"
"6443","SWINE (PIGS)","","Porcs"
"6455","SWINE (PIGS)","","Porcs"
"6458","GENERAL - MISC.","","Général-Misc"
"6475","DOGS","","Chiens"
"6481","CATTLE","","Bétails"
"6481","HORSES","","Cheveaux"
"64826","POULTRY","CHICKENS","Volaille"
"64826","POULTRY","TURKEYS","Volaille"
"6487","SWINE (PIGS)","","Porcs"
"6489","SWINE (PIGS)","","Porcs"
"6490","SWINE (PIGS)","","Porcs"
"64903","CATTLE","","Bétails"
"6491","SWINE (PIGS)","","Porcs"
"6492","SWINE (PIGS)","","Porcs"
"6493","POULTRY","BROILER CHICKENS","Volaille"
"6494","POULTRY","BROILER CHICKENS","Volaille"
"6499","CATTLE","","Bétails"
"6499","SWINE (PIGS)","","Porcs"
"6501","SWINE (PIGS)","","Porcs"
"6517","CATTLE","","Bétails"
"6517","SWINE (PIGS)","","Porcs"
"6525","CATTLE","BEEF HEIFERS","Bétails"
"6525","CATTLE","BULLS","Bétails"
"6525","CATTLE","DAIRY CATTLE","Bétails"
"6525","SWINE (PIGS)","","Porcs"
"65266","CATS","","Chats"
"65267","FINFISH","AQUARIUM FISH","Poisson À Nageoires"
"65359","CATS","","Chats"
"65380","DOGS","","Chiens"
"654","DOG OR CAT","","Chien Ou Chat"
"655","DOG OR CAT","","Chien Ou Chat"
"6555","CATTLE","","Bétails"
"6555","SHEEP","","Mouton"
"6555","SWINE (PIGS)","","Porcs"
"6556","CATTLE","","Bétails"
"6556","SWINE (PIGS)","","Porcs"
"656","DOG OR CAT","","Chien Ou Chat"
"6560","CATTLE","","Bétails"
"6560","SWINE (PIGS)","","Porcs"
"657","DOG OR CAT","","Chien Ou Chat"
"658","CATTLE","","Bétails"
"658","HORSES","","Cheveaux"
"658","SHEEP","","Mouton"
"658","SWINE (PIGS)","","Porcs"
"6605","CATTLE","","Bétails"
"66233","SWINE (PIGS)","PIGLETS","Porcs"
"66262","DOGS","","Chiens"
"66263","DOGS","","Chiens"
"66264","DOGS","","Chiens"
"66400","CATS","","Chats"
"66401","CATS","","Chats"
"66401","DOGS","","Chiens"
"66402","CATS","","Chats"
"66402","DOGS","","Chiens"
"66403","CATS","","Chats"
"66403","DOGS","","Chiens"
"66404","CATS","","Chats"
"66404","DOGS","","Chiens"
"6646","CATTLE","","Bétails"
"6646","SHEEP","","Mouton"
"6647","DOGS","","Chiens"
"6660","CATTLE","","Bétails"
"6660","SHEEP","","Mouton"
"6661","CATTLE","","Bétails"
"6661","HORSES","","Cheveaux"
"6661","SHEEP","","Mouton"
"6661","SWINE (PIGS)","","Porcs"
"66631","CATTLE","DAIRY CATTLE","Bétails"
"66644","CATTLE","FEEDLOT CALVES","Bétails"
"66645","CATTLE","BEEF CATTLE","Bétails"
"66645","CATTLE","CALVES","Bétails"
"66645","CATTLE","COWS-DRY","Bétails"
"66645","POULTRY","CHICKENS","Volaille"
"66645","POULTRY","TURKEYS","Volaille"
"66645","SHEEP","LAMB","Mouton"
"66645","SWINE (PIGS)","","Porcs"
"66645","WILD/MISCELLANEOUS","MINK","Sauvage/Divers"
"6676","DOG OR CAT","","Chien Ou Chat"
"66760","CATTLE","FEEDLOT CATTLE","Bétails"
"66760","CATTLE","PASTURE CATTLE (NON-LACTATING)","Bétails"
"66760","SHEEP","LAMB","Mouton"
"66816","CATS","","Chats"
"66816","DOGS","","Chiens"
"66862","POULTRY","CHICKENS","Volaille"
"66864","CATTLE","DAIRY CATTLE","Bétails"
"66865","CATTLE","DAIRY CATTLE","Bétails"
"66882","POULTRY","BROILER CHICKENS","Volaille"
"66882","POULTRY","TURKEYS","Volaille"
"66902","CATTLE","","Bétails"
"66902","DOGS","","Chiens"
"66902","GOATS","","Chèvres"
"66902","HORSES","","Cheveaux"
"66902","SHEEP","","Mouton"
"66902","SWINE (PIGS)","","Porcs"
"6716","CATS","","Chats"
"6716","DOGS","","Chiens"
"67162","CATTLE","","Bétails"
"6718","CATTLE","","Bétails"
"67249","CATS","","Chats"
"67249","CATTLE","","Bétails"
"67249","DOGS","","Chiens"
"67249","HORSES","","Cheveaux"
"67249","SHEEP","","Mouton"
"67249","SWINE (PIGS)","","Porcs"
"6728","DOG OR CAT","","Chien Ou Chat"
"6730","BIRDS","","Oiseaux"
"67526","CATTLE","","Bétails"
"67526","SHEEP","","Mouton"
"67526","SWINE (PIGS)","","Porcs"
"6758","CATTLE","COWS-LACTATING","Bétails"
"6758","HORSES","","Cheveaux"
"6778","DOG OR CAT","","Chien Ou Chat"
"6785","CATS","","Chats"
"6785","CATTLE","COWS-NON LACTATING","Bétails"
"6785","DOGS","","Chiens"
"6785","GOATS","","Chèvres"
"6785","HORSES","MARES","Cheveaux"
"6785","SHEEP","","Mouton"
"6785","SWINE (PIGS)","SOWS","Porcs"
"6788","HORSES","","Cheveaux"
"6791","HORSES","","Cheveaux"
"6802","CATTLE","","Bétails"
"6803","DOG OR CAT","","Chien Ou Chat"
"6804","CATTLE","","Bétails"
"6804","HORSES","","Cheveaux"
"6804","SHEEP","","Mouton"
"6804","SWINE (PIGS)","","Porcs"
"681","CATTLE","","Bétails"
"681","SWINE (PIGS)","","Porcs"
"6811","CATTLE","","Bétails"
"6846","CATTLE","CALVES","Bétails"
"6849","CATTLE","","Bétails"
"6849","SHEEP","","Mouton"
"6863","CATTLE","","Bétails"
"6864","SWINE (PIGS)","","Porcs"
"6867","CATTLE","","Bétails"
"6867","SWINE (PIGS)","","Porcs"
"68673","DOGS","","Chiens"
"68683","DOGS","","Chiens"
"6874","WILD/MISCELLANEOUS","GUINEA PIGS","Sauvage/Divers"
"6874","WILD/MISCELLANEOUS","PRIMATES (NON-HUMAN)","Sauvage/Divers"
"6876","SWINE (PIGS)","","Porcs"
"68783","DOGS","","Chiens"
"6881","CATTLE","","Bétails"
"6881","HORSES","","Cheveaux"
"6881","WILD/MISCELLANEOUS","","Sauvage/Divers"
"6882","CATTLE","","Bétails"
"6882","DOG OR CAT","","Chien Ou Chat"
"6882","SWINE (PIGS)","","Porcs"
"6883","CATTLE","","Bétails"
"6885","GENERAL - MISC.","","Général-Misc"
"6888","GENERAL - MISC.","","Général-Misc"
"6890","BEES","","Abeilles"
"6891","DOG OR CAT","","Chien Ou Chat"
"68956","CATS","","Chats"
"68956","CATTLE","","Bétails"
"68956","DOGS","","Chiens"
"68956","HORSES","","Cheveaux"
"69660","CATS","","Chats"
"69660","CATTLE","","Bétails"
"69660","DOGS","","Chiens"
"69660","GOATS","","Chèvres"
"69660","HORSES","","Cheveaux"
"69660","SHEEP","","Mouton"
"69660","SWINE (PIGS)","","Porcs"
"69870","CATTLE","DAIRY CATTLE","Bétails"
"70092","CATS","","Chats"
"70092","DOGS","","Chiens"
"70093","DOGS","","Chiens"
"7025","CATTLE","","Bétails"
"7025","HORSES","","Cheveaux"
"7025","SHEEP","LAMB","Mouton"
"7025","SWINE (PIGS)","","Porcs"
"7034","POULTRY","CHICKENS","Volaille"
"7034","POULTRY","TURKEYS","Volaille"
"7043","CATTLE","BEEF CATTLE","Bétails"
"7043","CATTLE","DAIRY CATTLE","Bétails"
"7043","HORSES","","Cheveaux"
"7043","POULTRY","CHICKENS","Volaille"
"7043","POULTRY","TURKEYS","Volaille"
"7043","SWINE (PIGS)","","Porcs"
"7044","DOG OR CAT","","Chien Ou Chat"
"7055","DOGS","","Chiens"
"7055","HORSES","","Cheveaux"
"7056","HORSES","","Cheveaux"
"7057","HORSES","","Cheveaux"
"7057","SWINE (PIGS)","","Porcs"
"7058","CATS","","Chats"
"7058","CATTLE","","Bétails"
"7058","DOGS","","Chiens"
"7058","GOATS","","Chèvres"
"7058","HORSES","","Cheveaux"
"7058","POULTRY","","Volaille"
"7058","SHEEP","","Mouton"
"7058","SWINE (PIGS)","","Porcs"
"7058","WILD/MISCELLANEOUS","","Sauvage/Divers"
"70587","CATTLE","BEEF CATTLE","Bétails"
"70587","CATTLE","DAIRY CATTLE","Bétails"
"7078","CATTLE","","Bétails"
"7078","HORSES","","Cheveaux"
"7078","SHEEP","","Mouton"
"7078","SWINE (PIGS)","","Porcs"
"7089","CATS","","Chats"
"7089","CATTLE","","Bétails"
"7089","DOGS","","Chiens"
"7089","GOATS","","Chèvres"
"7089","HORSES","","Cheveaux"
"7089","POULTRY","","Volaille"
"7089","SHEEP","","Mouton"
"7089","SWINE (PIGS)","","Porcs"
"7091","HORSES","","Cheveaux"
"70965","CATTLE","DAIRY CATTLE","Bétails"
"71043","CATS","","Chats"
"71043","CATTLE","","Bétails"
"71043","DOGS","","Chiens"
"71043","GOATS","","Chèvres"
"71043","HORSES","","Cheveaux"
"71043","SHEEP","","Mouton"
"71043","SWINE (PIGS)","","Porcs"
"71154","DOGS","","Chiens"
"7124","CATTLE","","Bétails"
"71355","CATTLE","BEEF CATTLE","Bétails"
"71355","CATTLE","DAIRY CATTLE","Bétails"
"7138","DOG OR CAT","","Chien Ou Chat"
"7147","GENERAL - MISC.","","Général-Misc"
"71475","POULTRY","TURKEYS","Volaille"
"716","CATTLE","","Bétails"
"716","DOGS","","Chiens"
"716","HORSES","","Cheveaux"
"7165","GENERAL - MISC.","","Général-Misc"
"723","CATTLE","","Bétails"
"723","POULTRY","","Volaille"
"723","SWINE (PIGS)","","Porcs"
"72353","CATTLE","","Bétails"
"724","CATTLE","CALVES","Bétails"
"72669","CATTLE","DAIRY CATTLE","Bétails"
"72690","CATTLE","DAIRY CATTLE","Bétails"
"72691","CATTLE","DAIRY CATTLE","Bétails"
"72693","CATTLE","DAIRY CATTLE","Bétails"
"7276","DOGS","","Chiens"
"72825","CATTLE","","Bétails"
"72929","CATTLE","DAIRY CATTLE","Bétails"
"7297","DOG OR CAT","","Chien Ou Chat"
"730","CATS","","Chats"
"730","DOGS","","Chiens"
"7301","CATTLE","","Bétails"
"7301","HORSES","","Cheveaux"
"7301","SHEEP","LAMB","Mouton"
"73176","CATTLE","","Bétails"
"73176","HORSES","","Cheveaux"
"73255","CATTLE","","Bétails"
"73255","SWINE (PIGS)","","Porcs"
"73256","CATTLE","","Bétails"
"73256","SHEEP","","Mouton"
"73256","SWINE (PIGS)","","Porcs"
"7326","CATTLE","","Bétails"
"7326","HORSES","","Cheveaux"
"7326","SHEEP","","Mouton"
"7326","SWINE (PIGS)","","Porcs"
"7327","HORSES","","Cheveaux"
"7328","CATS","","Chats"
"7328","DOGS","","Chiens"
"7328","HORSES","","Cheveaux"
"7330","CATS","","Chats"
"7330","CATTLE","CALVES","Bétails"
"7330","DOGS","","Chiens"
"7330","HORSES","","Cheveaux"
"7330","SWINE (PIGS)","","Porcs"
"7331","SWINE (PIGS)","","Porcs"
"7343","CATS","","Chats"
"7343","DOGS","","Chiens"
"7343","HORSES","","Cheveaux"
"7343","SWINE (PIGS)","PIGLETS","Porcs"
"7344","CATTLE","","Bétails"
"7345","GENERAL - MISC.","","Général-Misc"
"7346","HORSES","","Cheveaux"
"738","DOG OR CAT","","Chien Ou Chat"
"7388","SWINE (PIGS)","","Porcs"
"7402","CATTLE","","Bétails"
"7402","GOATS","","Chèvres"
"7402","SHEEP","","Mouton"
"7405","CATTLE","","Bétails"
"7405","HORSES","","Cheveaux"
"74053","CATS","","Chats"
"7406","CATTLE","","Bétails"
"7406","DOG OR CAT","","Chien Ou Chat"
"7406","HORSES","","Cheveaux"
"7406","SHEEP","","Mouton"
"7407","CATTLE","","Bétails"
"7407","DOG OR CAT","","Chien Ou Chat"
"7407","HORSES","","Cheveaux"
"7407","SWINE (PIGS)","","Porcs"
"7408","CATTLE","","Bétails"
"7408","HORSES","","Cheveaux"
"7408","SHEEP","","Mouton"
"7417","CATTLE","DAIRY CATTLE","Bétails"
"7422","CATTLE","BEEF CATTLE","Bétails"
"74222","CATTLE","CALVES","Bétails"
"74222","POULTRY","CHICKENS","Volaille"
"74222","POULTRY","TURKEYS","Volaille"
"74222","SHEEP","","Mouton"
"74222","SWINE (PIGS)","","Porcs"
"74223","CATTLE","CALVES","Bétails"
"74223","POULTRY","CHICKENS","Volaille"
"74223","POULTRY","TURKEYS","Volaille"
"74223","SHEEP","","Mouton"
"74223","SWINE (PIGS)","","Porcs"
"74224","CATTLE","","Bétails"
"74224","HORSES","","Cheveaux"
"74224","POULTRY","CHICKENS","Volaille"
"74224","POULTRY","TURKEYS","Volaille"
"74224","SHEEP","","Mouton"
"74224","SWINE (PIGS)","","Porcs"
"7423","CATTLE","BEEF CATTLE","Bétails"
"74315","CATS","","Chats"
"74400","CATTLE","","Bétails"
"74400","SHEEP","","Mouton"
"74400","SWINE (PIGS)","","Porcs"
"7453","CATS","","Chats"
"7453","CATTLE","CALVES","Bétails"
"7453","DOGS","","Chiens"
"7453","HORSES","","Cheveaux"
"7453","SHEEP","","Mouton"
